type_species,Species,Author,Subspecies,Common_name,Familyetc,sp#,changes
,Trapelus agilis,(OLIVIER 1807),"Trapelus agilis isolepis (BOULENGER 1885)
Trapelus agilis agilis (OLIVIER 1807)
Trapelus agilis pakistanensis RASTEGAR-POUYANI 1999
Trapelus agilis khuzistanensis RASTEGAR-POUYANI 1999","E: Brilliant ground agama
G: Steppenagame
Russian: прыткая агама","Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19415,
,Trapelus agnetae,(WERNER 1929),,,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19416,
,Trapelus boehmei,"WAGNER, MELVILLE, WILMS & SCHMITZ 2011",,,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19417,
,Trapelus flavimaculatus,RÜPPELL 1835,,E: Yellow-spotted Agama,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19418,
,Trapelus megalonyx,GÜNTHER 1864,,E: Afghan Ground Agama,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19420,
x,Trapelus mutabilis,(MERREM 1820),"Trapelus mutabilis pallidus (REUSS 1834)
Trapelus mutabilis mutabilis (MERREM 1820)
Trapelus mutabilis poppeki WAGNER, MELVILLE, WILMS & SCHMITZ 2011",E: Desert Agama,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19421,
,Trapelus persicus,(BLANFORD 1881),"Trapelus persicus persicus (BLANFORD 1881)
Trapelus persicus fieldii (HAAS & WERNER 1969)","E: Olivier’s (Horny-scaled) Agama, Baluch ground agama
G: Ruinenagame, Syrische Agame, Dornschuppenhautagame
E: Anderson's Agama, Persia Agama (blanfordi)
F:  agame à peau rugueuse","Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",22693,
,Trapelus rubrigularis,BLANFORD 1875,,E: Red-throated Agama,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19422,
,Trapelus ruderatus,(OLIVIER 1804),,"E: Olivier’s (Horny-scaled) Agama, Baluch ground agama
G: Ruinenagame, Syrische Agame, Dornschuppenhautagame
F: agame à peau rugueuse","Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19423,
,Trapelus sanguinolentus,(PALLAS 1814),"Trapelus sanguinolentus aralensis (LICHTENSTEIN 1823)
Trapelus sanguinolentus sanguinolentus (PALLAS 1827)","E: Steppe Agama
G: Steppenagame
Russian: Степная агама
Chinese: 草原蜥","Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19424,
,Trapelus savignii,(DUMÉRIL & BIBRON 1837),,,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19425,
,Trapelus schmitzi,WAGNER & BÖHME 2006,,E: Schmitz’ Agama,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19426,
,Trapelus tournevillei,(LATASTE 1880),,E: Sahara Agama,"Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",19427,
,Tretanorhinus mocquardi,BOCOURT 1891,,E: Mocquard's Swamp Snake,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19428,
,Tretanorhinus nigroluteus,COPE 1861,"Tretanorhinus nigroluteus nigroluteus COPE 1861
Tretanorhinus nigroluteus lateralis BOCOURT 1891","E: Orange-bellied Swampsnake, Orangebelly Swamp Snake
S: Buceadora","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19429,
,Tretanorhinus taeniatus,BOULENGER 1903,,E: Striped Swamp Snake,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19430,
x,Tretanorhinus variabilis,"DUMÉRIL, BIBRON  & DUMÉRIL 1854","Tretanorhinus variabilis variabilis DUMÉRIL, BIBRON & DUMÉRIL 1854
Tretanorhinus variabilis binghami SCHWARTZ & OGREN 1956
Tretanorhinus variabilis insulaepinorum BARBOUR 1916
Tretanorhinus variabilis lewisi GRANT 1941
Tretanorhinus variabilis wagleri JAN 1863","E: Caribbean Watersnake, Caribbean Water Snake
G: Karibische Wasserschlange","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19431,
,Tretioscincus agilis,(RUTHVEN 1916),,"E: Smooth Tegu
Portuguese: Calango, Calango-do-Rabo-Azul, Lagartinho-de-Rabo-Azul, Lagartixa","Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Sauria, Gymnophthalmoidea, Squamata (lizards)",19432,
x,Tretioscincus bifasciatus,(DUMÉRIL 1851),,"E: Rio Magdalena Minitegu, Rio Magdalena Tegu","Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Sauria, Gymnophthalmoidea, Squamata (lizards)",19433,
,Tretioscincus oriximinensis,AVILA-PIRES 1995,,"E: Oriximina Lizard
Portuguese: Calango, Calango-do-Rabo-Azul, Lagartixa","Gymnophthalmidae (Gymnophthalminae), Gymnophthalmini, Sauria, Gymnophthalmoidea, Squamata (lizards)",19434,
,Tribolonotus annectens,ZWEIFEL 1966,,E: Zweifel's Helmet Skink,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19435,
,Tribolonotus blanchardi,BURT 1930,,E: Blanchard's Helmet Skink,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19436,
,Tribolonotus brongersmai,COGGER 1972,,E: Brongersma's Helmet Skink,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19437,
,Tribolonotus choiseulensis,RITTMEYER & AUSTIN 2017,,,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",20944,
,Tribolonotus gracilis,DE ROOIJ 1909,,"G: Orangeaugen-Helmskink, (Rotaugen-) Buschkrokodil","Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19438,
x,Tribolonotus novaeguineae,(SCHLEGEL 1834),,"E: Spiny Skink
G: Neuguinea-Helmskink","Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19439,
,Tribolonotus parkeri,RITTMEYER & AUSTIN 2017,,,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",20941,
,Tribolonotus ponceleti,KINGHORN 1937,,E: Poncelet's Helmet Skink,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19440,
,Tribolonotus pseudoponceleti,GREER & PARKER 1968,,E: False Poncelet's Helmet Skink,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19441,
,Tribolonotus schmidti,BURT 1930,,E: Schmidt's Helmet Skink,"Scincidae, Egerniinae, Scincoidea, Sauria, Squamata (lizards)",19442,
x,Tricheilostoma bicolor,(JAN 1860),,E: Two-colored Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19443,
,Tricheilostoma broadleyi,(WALLACH & HAHN 1997),,,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19444,
,Tricheilostoma dissimilis,(BOCAGE 1886),,E: Sudan Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19445,
,Tricheilostoma greenwelli,(WALLACH & BOUNDY 2005),,,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19446,
,Tricheilostoma kongoensis,TRAPE 2019,,,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",21973,
,Tricheilostoma sundewalli,(JAN 1862),"Tricheilostoma sundewalli sundewalli (JAN 1862)
Tricheilostoma sundewalli gestri (BOULENGER 1906)","E: Sundevalls Worm Snake
G: Sundevall-Schlankblindschlange","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19447,
x,Trigonodactylus arabicus,HAAS 1957,,"E: Arabian Short-fingered Gecko, Arabian Sand Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",18959,
,Trigonodactylus persicus,"NAZAROV, MELNIKOV, RADJABIZADEH & POYARKOV 2018",,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",21655,
,Trigonodactylus pulcher,ANDERSON 1896,,E: Beautiful Short-fingered Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",18965,new genus (was: Stenodactylus)
,Trigonodactylus sharqiyahensis,(METALLINOU & CARRANZA 2013),,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",18966,
,Trilepida affinis,(BOULENGER 1884),,E: Venezuela Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",18104,
,Trilepida anthracina,(BAILEY 1946),,E: Bailey's Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19448,
,Trilepida brasiliensis,(LAURENT 1949),,"E: Brazilian Blind Snake
Portuguese: Cobra-Cega, Cobra-de-Chumbinho","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19449,
,Trilepida brevissima,(SHREVE 1964),,E: Caqueta Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19450,
,Trilepida dimidiata,(JAN 1861),,"E: Dainty Blind Snake
Portuguese: Cobra-Cega","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19451,
,Trilepida dugandi,(DUNN 1944),,E: Dugand's Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19452,
,Trilepida fuliginosa,"(PASSOS, CARAMASCHI & PINTO 2006)",,Portuguese: Cobra-Cega,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19453,
,Trilepida guayaquilensis,(OREJAS-MIRANDA & PETERS 1970),,E: Guayaquila Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19454,
,Trilepida jani,(PINTO & FERNANDES 2012),,Portuguese: Cobra-Cega,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19455,
,Trilepida joshuai,(DUNN 1944),,E: Joshua's Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19456,
,Trilepida koppesi,(AMARAL 1955),,"E: Amaral's Blind Snake
Portuguese: Cobra-Cega, Cobra-de-Chumbinho","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19457,
x,Trilepida macrolepis,(PETERS 1858),,"E: Big-scaled Blind Snake
Portuguese: Cobra-Cega, Minhocão","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19458,
,Trilepida nicefori,(DUNN 1946),,E: Santander Blind Snake,"Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19459,
,Trilepida pastusa,"SALAZAR-VALENZUELA, MARTINS, AMADOR-OYOLA & TORRES-CARVAJAL 2015",,"E: Pastuso threadsnakes
S: Serpientes hebra pastusas","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",20154,
,Trilepida salgueiroi,(AMARAL 1955),,"E: Espiritú Santo Blind Snake
Portuguese: Cobra-Cega, Cobra-da-Terra","Leptotyphlopidae, Epictinae, Epictini, Typhlopoidea, Serpentes, Squamata (snakes)",19460,
,Trimeresurus albolabris,GRAY 1842,,"E: White-lipped Tree Viper, White-lipped pitviper
G: Weisslippen-Bambusotter
Chinese: 白唇竹叶青蛇","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19461,
,Trimeresurus andalasensis,"DAVID, VOGEL, VIJAYAKUMAR & VIDAL 2006",,,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19462,
,Trimeresurus andersonii,THEOBALD 1868,,"E: Anderson’s pitviper, Andaman pitviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19463,
,Trimeresurus arunachalensis,"CAPTAIN, DEEPAK, PANDIT, BHATT & ATHREYA 2019",,E: Arunachal pitviper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22073,
,Trimeresurus borneensis,(PETERS 1872),,"E: Borneo Pit Viper
G: Borneo-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19465,
,Trimeresurus brongersmai,HOGE 1969,,E: Brongersma's Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19466,
,Trimeresurus cantori,(BLYTH 1846),,E: Cantor's Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19468,
,Trimeresurus cardamomensis,"(MALHOTRA, THORPE, MRINALINI & STUART 2011)",,E: Cardamom Mountains Green Pitviper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19469,
,Trimeresurus caudornatus,"CHEN, DING, VOGEL & SHI 2020",,"E: Ornamental tailed pit- viper
Chinese: 饰尾竹叶青 (Shì Wěi Zhú Yè Qîng)","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22936,
,Trimeresurus davidi,"CHANDRAMOULI, CAMPBELL & VOGEL 2020",,,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23267,
,Trimeresurus erythrurus,(CANTOR 1839),,E: Redtail (bamboo) Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19470,
,Trimeresurus fasciatus,(BOULENGER 1896),,E: Banded Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19471,
,Trimeresurus flavomaculatus,(GRAY 1842),,E: Philippine pitviper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19472,
,Trimeresurus gracilis,OSHIMA 1920,,E: Kikuchi Habu,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19474,
,Trimeresurus gramineus,(SHAW 1802),,"E: Common Bamboo Viper
G: Grüne Bambusotter, Gewöhnliche Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19475,
,Trimeresurus gumprechti,"DAVID, VOGEL, PAUWELS & VIDAL 2002",,"E: Gumprecht’s green pitviper
Chinese: 冈氏竹叶青蛇","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19476,
,Trimeresurus gunaleni,"VOGEL, DAVID & SIDIK 2014",,"E: Gunalen’s Pitviper
Bahasa Indonesia: Ular Hijau Gunung
Karo: Nipe Ratah
Padang (Minang): Ular Ijo Babiso
French: Trimérésure de Gunalen
German: Gunalen’s Grubenotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19477,
,Trimeresurus guoi,"CHEN, SHI, VOGEL & DING 2020",,"E: Guo’s green pit viper
Chinese: Diān Nán Zhú Yè Qīng (滇南竹叶青)","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",23634,new species
,Trimeresurus hageni,(LIDTH DE JEUDE 1886),,"E: Indonesian Pit Viper, Hagen’s (green) pitviper
G: Hagens Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19478,
,Trimeresurus honsonensis,"(GRISMER, NGO & GRISMER 2008)",,,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19479,
x,Trimeresurus insularis,KRAMER 1977,,E: White-lipped island pitviper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19480,
,Trimeresurus kanburiensis,SMITH 1943,,"E: Kanburi Pit Viper
G: Kanburi Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19481,
,Trimeresurus labialis,(STEINDACHNER 1867),,"E: Island Pit Viper, Nicobar bamboo pitviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19482,
,Trimeresurus macrolepis,BEDDOME 1862,,E: Large-scaled Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19483,
,Trimeresurus macrops,KRAMER 1977,,"E: Kramer's Pit Viper, large-eyed pitviper, Big-Eyed Green Pit Viper
G: Grossaugen-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19484,
,Trimeresurus malabaricus,(JERDON 1854),,E: Malabarian Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19485,
,Trimeresurus malcolmi,LOVERIDGE 1938,,"E: Malcolm’s pitviper
G: Kinabalu-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19486,
,Trimeresurus mcgregori,TAYLOR 1919,,"E: McGregor's pitviper, McGregor's Tree Viper
G: Batanes-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19487,
,Trimeresurus medoensis,ZHAO 1977,,"E: Green Bamboo Leaf Pit Viper, Motuo bamboo pitviper
Chinese: 墨脱竹叶青蛇","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19488,
,Trimeresurus mutabilis,STOLICZKA 1870,,"E: Central Nicobar Pit Viper, Central Nicobar bamboo pitviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19489,
,Trimeresurus nebularis,"VOGEL, DAVID & PAUWELS 2004",,"E: Cameron Highlands pitviper, Clouded Pit viper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19490,
,Trimeresurus phuketensis,"SUMONTHA, KUNYA, PAUWELS, NITIKUL & PUNNADEE 2011",,"E: Phuket Pitviper
Thai: Ngoo Kheeow Hang Mai Phuket
F: Triméré- sure de Phuket
G: Phuket Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19491,
,Trimeresurus popeiorum,SMITH 1937,,"E: Pope’s Tree Viper, Pope's Bamboo Pit Viper, Pope’s Green Pit Viper
G: Popes Bambusotter, Popes Lanzenotter
Chinese: 坡普竹叶青蛇","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19492,
,Trimeresurus puniceus,(BOIE 1827),,"E: Ashy Pit Viper, Flat-nosed pitviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19493,
,Trimeresurus purpureomaculatus,(GRAY 1832),,"E: Shore Pit Viper, Mangrove Viper
G: Mangrovenotter ","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19494,
,Trimeresurus rubeus,"(MALHOTRA, THORPE, MRINALINI & STUART 2011)",,E: Ruby-eyed Green Pitviper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19495,
,Trimeresurus sabahi,REGENASS & KRAMER 1981,"Trimeresurus sabahi barati REGENASS & KRAMER 1981
Trimeresurus sabahi buniana GRISMER, GRISMER & MCGUIRE 2006
Trimeresurus sabahi fucatus VOGEL, DAVID & PAUWELS 2004
Trimeresurus sabahi sabahi REGENASS & KRAMER 1981
Trimeresurus sabahi toba DAVID, PETRI, VOGEL & DORIA 2009","E: Sabah Bamboo pitviper
E: Toba pitviper [toba]
E: The Fairy Pitviper [buniana]
E: E: Barat Bamboo pitviper [barati]
E: Siamese Peninsula pitviper [fucatus]","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19496,
,Trimeresurus salazar,"MIRZA, BHOSALE, PHANSALKAR, SAWANT, GOWANDE & PATEL 2020",,Salazar’s pit viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22848,
,Trimeresurus schultzei,GRIFFIN 1909,,E: Schultze's Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19497,
,Trimeresurus septentrionalis,KRAMER 1977,,"E: Nepal pitviper, Himalayan White-lipped Pitviper
G: Nepal-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19498,
,Trimeresurus sichuanensis,(GUO & WANG 2011),,"E: Sichuan pitviper
Chinese: 四川华蝮","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19499,
,Trimeresurus stejnegeri,SCHMIDT 1925,"Trimeresurus stejnegeri chenbihuii ZHAO 1995
Trimeresurus stejnegeri stejnegeri SCHMIDT 1925","E: Chinese Green Tree Viper, Stejneger’s Bamboo pitviper; chenbihuii: Chen’s Bamboo pitviper
G: Stejnegers Bambusotter, Chinesische Bambusotter
Chinese: 福建竹叶青蛇","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19500,
,Trimeresurus strigatus,GRAY 1842,,E: Horseshoe (pit-) viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19501,
,Trimeresurus sumatranus,(RAFFLES 1822),,"E: Sumatra Pit Viper
G: Sumatra-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19502,
,Trimeresurus tibetanus,HUANG 1982,,"E: Tibetan Pit Viper
Chinese: 西藏竹叶青蛇","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19503,
,Trimeresurus trigonocephalus,(LATREILLE 1801),,"E: Ceylon Pit Viper, Sri Lankan Green pitviper
G: Ceylon-Lanzenotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19505,
,Trimeresurus truongsonensis,"ORLOV, RYABOV, THANH & H CUC 2004",,"E: Quang Binh pitviper
G: Quang Binh-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19506,
,Trimeresurus venustus,VOGEL 1991,,"E: Beautiful pitviper, Brown-spotted Pit Viper
G: Schöne Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19507,
,Trimeresurus vogeli,"DAVID, VIDAL & PAUWELS 2001",,E: Vogel’s Pit Viper,"Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19508,
,Trimeresurus wiroti,TRUTNAU 1981,,"E: Wirot’s Pit Viper
G: Wirot-Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19509,
,Trimeresurus yingjiangensis,"CHEN, ZHANG, SHI, TANG, GUO, SONG & DING 2019",,"E: Yingjiang green pitviper
Chinese: Yíng jiāng zhú yè qīng (盈江竹叶青)","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",21994,
